PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Kinetic Aqueous Solubility (ug/mL),Analysis Comment
RESULT_TYPE,,,,,,,,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,Indicates type of activity observed: 0-10: Low Solubility  >10: Moderate/High Solubility,Numerical value of the observed aqueous solubility.,Annotation/notes on a particular compound's data or its analysis as described in the published paper.
136,387065779,54675785,CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O,Active,65,,,Moderate/High,>65,class = 0
137,124391134,2431573,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,Active,65,,,Moderate/High,>65,class = 0
138,124391179,53255440,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3=CC(=C(C=C3)Cl)Cl,Active,65,,,Moderate/High,>65,class = 0
139,124391224,53255392,C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=NN=CS3,Active,65,,,Moderate/High,>65,class = 0
140,377020500,24808465,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC=C(N4C3=NC=N4)C5=CC=C(C=C5)C(=O)N,Active,65,,,Moderate/High,>65,class = 0
141,161004084,70789512,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CO4,Active,65,,,Moderate/High,>65,class = 0
142,161004142,70789510,CN1C=C(N=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,65,,,Moderate/High,>65,class = 0
143,161004161,70789450,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CN=CC=C4,Active,65,,,Moderate/High,>65,class = 0
144,124880630,6603915,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,Active,64,,,Moderate/High,>64,class = 0
145,4249454,3243406,CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CS(=O)CC(=O)N3CCC4(CC3)OCCO4,Active,64,,,Moderate/High,>64,class = 0
146,24275611,15991364,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)O,Active,64,,,Moderate/High,>64,class = 0
147,384568181,5281078,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,Active,64,,,Moderate/High,>64,class = 0
148,99367918,46907661,C1CN(CCC1C(=O)N2CCNCC2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,64,,,Moderate/High,>64,class = 0
149,104224417,24819361,C=CC1=CC=C(C=C1)C(=O)N2CCCC(C2)CCC(=O)N3CCN(CC3)C4=CC=CC=N4,Active,64,,,Moderate/High,>64,class = 0
150,124391232,53255407,C1=CC(=CC=C1NC(=O)CC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)NC3=CN=CN=C3,Active,64,,,Moderate/High,>64,class = 0
151,161004106,70789478,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C4=NNN=N4,Active,64,,,Moderate/High,>64,class = 0
152,161004107,70789346,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)N4C=NC=N4,Active,64,,,Moderate/High,>64,class = 0
153,384569125,44631912,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,Active,64,,,Moderate/High,>64,class = 0
154,363681089,133053881,C1CC(CCC1COC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O)(F)F,Active,64,,,Moderate/High,>64,class = 0
155,384569347,53262401,C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N,Active,64,,,Moderate/High,>64,class = 0
156,384569008,71268957,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,Active,64,,,Moderate/High,63.98,class = 0
157,384568726,57339144,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,Active,64,,,Moderate/High,63.8,class = 0
158,363681147,92045079,CC1=C(SC2=C1C(=N[C@@H](C3=NN=C(N32)C)CC(=O)NCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C5=O)[C@H]6CCC(=O)NC6=O)C7=CC=C(C=C7)Cl)C,Active,64,,,Moderate/High,63.79,class = 0
159,384568540,11964036,CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7,Active,64,,,Moderate/High,63.56,class = 0
160,387065731,9954280,C1=CC=C(C=C1)SC2=C(N(C3=C2C=C(C=C3)Cl)CC4=CC=C(C=C4)Cl)C(=O)O,Active,63,,,Moderate/High,>63,class = 0
161,24387024,16010499,CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SC(C)C(=O)NC3=CC=CC=C3,Active,63,,,Moderate/High,>63,class = 0
162,24389898,1243964,CN1C2=C(C=C(C=C2)NC(=O)C3=CC(=CC=C3)Br)N=C1CN4CCCCC4,Active,63,,,Moderate/High,>63,class = 0
163,24392740,16015034,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2C(C)C)C=CC(=C3)NC(=O)CC(C)C,Active,63,,,Moderate/High,>63,class = 0
164,124391149,53255430,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)F,Active,63,,,Moderate/High,>63,class = 0
165,124391143,53255428,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)Cl,Active,63,,,Moderate/High,>63,class = 0
166,384568695,46943432,CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,Active,63,,,Moderate/High,>63,class = 0
167,161004090,70789437,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4CCC4,Active,63,,,Moderate/High,>63,class = 0
168,161004119,70789456,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC4=CC=CC=C4S3,Active,63,,,Moderate/High,>63,class = 0
169,161004697,70789741,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CCN(C)C)C=CS3)OCC,Active,63,,,Moderate/High,>63,class = 0
170,161004148,70789354,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CS4,Active,63,,,Moderate/High,>63,class = 0
171,160844112,70701432,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4O3,Active,63,,,Moderate/High,>63,class = 0
172,161004478,70789671,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)OC,Active,63,,,Moderate/High,>63,class = 0
173,363679204,1715,COC1=CC2=C(C=C1)SCCN(C2)C(=O)CCN3CCC(CC3)CC4=CC=CC=C4,Active,63,,,Moderate/High,>63,class = 0
174,375807600,26742466,CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC4CCCCC4)C5=CC=CO5,Active,63,,,Moderate/High,>63,class = 0
175,375806667,26745074,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CC(C)(C)CC(=O)O)NC=N4,Active,63,,,Moderate/High,>63,class = 0
176,375803232,26761883,CCOC(=O)C1=CC=C(C=C1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C(C)C)N=CN3,Active,63,,,Moderate/High,>63,class = 0
177,375886946,134807414,CC1=NN2CCCN(C2=C1C3=CC=CC=C3C4=CC=CC=C4)CC5=CC=C(S5)C(=O)O,Active,63,,,Moderate/High,>63,class = 0
178,161004128,70789370,C1CC2=C(C=CC(=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5)NC(=O)C1,Active,63,,,Moderate/High,62.91,class = 0
179,387065696,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,Active,62,,,Moderate/High,>62,class = 0
180,7971055,3596188,CCOC(=O)N1CCN(CC1)CC2=NC3=C(N2CCC(C)C)C(=O)N(C(=O)N3C)C,Active,62,,,Moderate/High,>62,class = 0
181,24270808,8083550,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)N4CCN(CC4)C,Active,62,,,Moderate/High,>62,class = 0
182,24383574,16007418,CCCCN(CC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Active,62,,,Moderate/High,>62,class = 0
183,24412993,16033131,CC1=CC(=CC=C1)C(=O)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCCCC4)C(=O)O,Active,62,,,Moderate/High,>62,class = 0
184,24416441,16034426,CCOC1=CC=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C,Active,62,,,Moderate/High,>62,class = 0
185,161004125,70789419,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C(=O)O,Active,62,,,Moderate/High,>62,class = 0
186,377020249,90157166,CNC(=O)C1=CC=C(C=C1)C2=CN=C3N2C=C(N=C3)C(=O)N(C)C4=CC=C(C=C4)Cl,Active,62,,,Moderate/High,>62,class = 0
187,375814617,134791156,C1CC1NC(=O)C2=NC(=C3N2C=CC=C3)C4=CN=CC=C4,Active,62,,,Moderate/High,>62,class = 0
188,384568009,10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,61,,,Moderate/High,>61,class = 0
189,4240579,3235670,CCCCCN1C(=O)C2=C(C=C(C=C2)C(=O)NCCCN3CCC(CC3)C)NC1=O,Active,61,,,Moderate/High,>61,class = 0
190,170466345,122077,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,Active,61,,,Moderate/High,>61,class = 0
191,104224103,49852946,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCC(=O)NC4=CC=CC(=C4)C(=O)O,Active,61,,,Moderate/High,>61,class = 0
192,384568574,11625818,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,Active,61,,,Moderate/High,>61,class = 0
193,144116983,60167861,CC1=CN=C(N=C1NCC2CCN(CC2)C3=CN=CC=C3)C4=CC=CC=C4C5COC5,Active,61,,,Moderate/High,>61,class = 0
194,363677337,52912189,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC,Active,61,,,Moderate/High,>61,class = 0
195,164755767,71771073,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CN=CC=C3)[O-],Active,61,,,Moderate/High,>61,class = 0
196,164755768,71771102,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=CC=N3)[O-],Active,61,,,Moderate/High,>61,class = 0
197,164755769,71771081,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=NC=C3)[O-],Active,61,,,Moderate/High,>61,class = 0
198,375814742,134787726,COC(=O)CNC(=O)C1=NC(=C2N1C=CN=C2)C3=CN=C(C=C3)Cl,Active,61,,,Moderate/High,>61,class = 0
199,363679181,78357767,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,Active,61,,,Moderate/High,>61,class = 0
200,363680649,86660217,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4,Active,61,,,Moderate/High,>61,class = 0
201,375805435,38030234,CC1=C[C@H]([C@@H](C[C@H]1CC2=NN=C(O2)C3=CC=CC=C3)C(C)C)CNCCNC(=O)C,Active,61,,,Moderate/High,>61,class = 0
202,363681088,133053891,C1CCN(CC1)CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,Active,61,,,Moderate/High,>61,class = 0
203,363681094,133053821,CN1CCCC1CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,Active,61,,,Moderate/High,>61,class = 0
204,375818553,134792225,C#CCNC(=O)C1=NC(=C2N1C=CC=C2)C3=CN=CC=C3,Active,61,,,Moderate/High,>61,class = 0
205,375817886,137299435,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=C(C=C4)F,Active,61,,,Moderate/High,>61,class = 0
206,375817981,137299468,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)CC4=CC=C(C=C4)F,Active,61,,,Moderate/High,>61,class = 0
207,170464834,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Active,60,,,Moderate/High,>60,class = 0
208,170466426,11647992,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F.Cl,Active,60,,,Moderate/High,>60,class = 0
209,24392542,15943340,CN1C(=NN=N1)SCCCNCC2=CC(=CC=C2)OCC3=CC=CC=C3Cl,Active,60,,,Moderate/High,>60,class = 0
210,24401072,16022683,CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC=CO4,Active,60,,,Moderate/High,>60,class = 0
211,174007145,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,Active,60,,,Moderate/High,>60,class = 0
212,384568421,461399,C1CC12CN(C[C@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)[C@@H]5C[C@@H]5F)F,Active,60,,,Moderate/High,>60,class = 0
213,99431233,46925991,CC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C=C3C(=C2)CCC(=O)N3)N[C@H](C)CO)C,Active,60,,,Moderate/High,>60,class = 0
214,124391142,53255396,CC1=CC(=NO1)N[S+](=O)(C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)F)F)[O-],Active,60,,,Moderate/High,>60,class = 0
215,164755720,4374325,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Active,60,,,Moderate/High,>60,class = 0
216,144116980,60167823,CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C5COC5,Active,60,,,Moderate/High,>60,class = 0
217,160844045,70701388,C1=CC(=CC=C1NCC2=C(C=C(C=C2)[N+](=O)[O-])O)[S+](=O)(NC3=NC=CS3)[O-],Active,60,,,Moderate/High,>60,class = 0
218,377694587,16373899,C1CN(CCN(C1)C2=NC=C(C=C2)C(F)(F)F)CC3=CC(=O)N4C=CC=CC4=N3,Active,60,,,Moderate/High,>60,class = 0
219,375814871,134789652,COC1=CC=CC=C1C2=C3C=CC=CN3C(=N2)C(=O)NCC(=O)OC,Active,60,,,Moderate/High,>60,class = 0
220,375807228,40776995,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)C)C4=CC=NC=C4,Active,60,,,Moderate/High,>60,class = 0
221,384569230,52934180,CC1=NC2=C(N1)C=C(C=C2)C(=O)N3CCC4(CC3)CC5=C(C(=O)C4)N(N=C5)C(C)C,Active,60,,,Moderate/High,>60,class = 0
222,375845721,91904528,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC(=C(C=C3OC)Cl)OC,Active,60,,,Moderate/High,>60,class = 0
223,375847708,91891800,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4(CC4)C5=CC=C(C=C5)OC,Active,60,,,Moderate/High,>60,class = 0
224,375817885,137299434,COC1=CC=C(C=C1)C(=O)N2CCCC(C2)C3=NN(C(=O)N3)C4=CC=C(C=C4)OC,Active,60,,,Moderate/High,>60,class = 0
225,24268718,15988540,COC(=O)C1=C(C=CC(=C1)Cl)NC(=O)CSC2=NC=C(C(=O)N2)S(=O)(=O)C3=CC=C(C=C3)Br,Active,59,,,Moderate/High,59.08,class = 0
226,24805469,3137629,CC1=CC2=C(C=C1)N=C(N(C2C3=CC=CC=C3)CC(=O)NN)C4=CC=C(C=C4)OC,Active,59,,,Moderate/High,>59,class = 0
227,92763348,434973,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O,Active,59,,,Moderate/High,>59,class = 0
228,4242871,3237670,CCCCCN1C(=O)C2=C(C=C(C=C2)C(=O)NCCCN3CCCCC3)NC1=O,Active,59,,,Moderate/High,>59,class = 0
229,4259336,1252141,CN1C2=C(C=C(C=C2)NC(=O)COC3=CC=C(C=C3)Cl)N=C1CN4CCCC4,Active,59,,,Moderate/High,>59,class = 0
230,174006576,3086686,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,Active,59,,,Moderate/High,>59,class = 0
231,136889456,57383401,CN1C2=C(C=CC(=C2)C(=O)NCCN3CCCC3)[S@@](=O)C4=CC=CC=C4C1=O,Active,59,,,Moderate/High,>59,class = 0
232,377688228,46360368,C1CCN(CC1)C2=NC=C(C3=CC=CC=C32)C(=O)N4CCN(CC4)C5=CC=CC=N5,Active,59,,,Moderate/High,>59,class = 0
233,144116982,60167865,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C5COC5,Active,59,,,Moderate/High,>59,class = 0
234,384569033,46926360,C1CC(CCC1CC(=O)O)C2=CC=C(C=C2)N3CCOC4=NC=NC(=C4C3=O)N,Active,59,,,Moderate/High,>59,class = 0
235,375814614,134789541,CN(C)C(=O)C1=NC(=C2N1C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,Active,59,,,Moderate/High,>59,class = 0
236,363681092,133053816,C=CC(=O)N1CCCN(CC1)C2=NC(=NC(=C2)NCCC(=O)O)C3=CC=CC=N3,Active,59,,,Moderate/High,>59,class = 0
237,24275639,15991374,CCCCOC1=C(C=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C)OCC,Active,58,,,Moderate/High,58.48,class = 0
238,24399251,16020904,CCN1CCC(CC1)N(CC2=CC3=C(C=C2)OCO3)C(=O)NC4=C(C=CC(=C4)Cl)C(=O)OC,Active,58,,,Moderate/High,58.45,class = 0
239,24387086,16010551,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SCC(=O)NC3=CC(=C(C=C3)F)Cl,Active,58,,,Moderate/High,58.39,class = 0
240,160844100,70701358,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4CCNCC4,Active,58,,,Moderate/High,58.38,class = 0
241,160844094,70701364,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)N4CCNCC4,Active,58,,,Moderate/High,58.32,class = 0
242,161004163,70789500,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=C(C=C(C=C4F)F)F,Active,58,,,Moderate/High,58.04,class = 0
243,160844012,1079729,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,58,,,Moderate/High,>58,class = 0
244,24275635,15991372,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN(C)C)C4=CC=C(C=C4)O,Active,58,,,Moderate/High,>58,class = 0
245,85267296,1512045,CCCN1CC2=C(NC1)N(C(=S)NC2=O)CCC3=CC(=C(C=C3)OC)OC,Active,58,,,Moderate/High,>58,class = 0
246,384568412,6914657,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,Active,58,,,Moderate/High,>58,class = 0
247,99367952,46907754,C1CN(CCC1C2=NNN=N2)C3=NC(=CS3)C4=CC=C(C=C4)Br,Active,58,,,Moderate/High,>58,class = 0
248,103061604,49787093,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NN4C(=O)C5=CC=CC=C5N=C4S3,Active,58,,,Moderate/High,>58,class = 0
249,160844046,70701400,COC1=CC(=C(C=C1)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,58,,,Moderate/High,>58,class = 0
250,160844050,70701429,COC1=CC=CC(=C1CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)O,Active,58,,,Moderate/High,>58,class = 0
251,160844058,70701383,COC1=CC=CC(=C1N)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,Active,58,,,Moderate/High,>58,class = 0
252,377705207,50760402,CCN1CCN(CC1)C2=NC3=C(C=C2)C=C(C=C3)S(=O)(=O)N4CCOCC4,Active,58,,,Moderate/High,>58,class = 0
253,160844066,70701414,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O,Active,58,,,Moderate/High,>58,class = 0
254,172121274,8182575,C1=CC=C2C(=C1)/C(=C\C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,Active,58,,,Moderate/High,>58,class = 0
255,161004105,70789495,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C#N,Active,58,,,Moderate/High,>58,class = 0
256,161004121,70789405,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NCCC3=CC=CC=C3,Active,58,,,Moderate/High,>58,class = 0
257,162023987,71297232,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=NN2CC3=CC=CC=N3)OCC,Active,58,,,Moderate/High,>58,class = 0
258,363677724,56963315,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,Active,58,,,Moderate/High,>58,class = 0
259,384569011,73010924,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CN=CC=C4,Active,58,,,Moderate/High,>58,class = 0
260,375809655,45360472,CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC4CCOCC4)C5=CC=CC=C5,Active,58,,,Moderate/High,>58,class = 0
261,363681031,59422203,CC[C@](C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,Active,58,,,Moderate/High,>58,class = 0
262,375854302,136665504,C1CN(CCC2=C1C(=O)NC(=N2)N3CCOCC3)CC4=C(C=C(C=C4)Cl)F,Active,58,,,Moderate/High,>58,class = 0
263,375820358,137291231,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)CC4=CC=CC=N4,Active,58,,,Moderate/High,>58,class = 0
264,174006294,24762166,C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC3=C4C(=NC(=N3)NC5CCC(CC5)N)N(C=N4)C6=CC(=CC=C6)F,Active,57,,,Moderate/High,57.48,class = 0
265,363679173,71566751,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)OC4=NC=NC(=C4)NC(=O)C5CC5)C(F)(F)F,Active,57,,,Moderate/High,57.29,class = 0
266,24395522,16017615,COC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)S(=O)(=O)N3CCOCC3,Active,57,,,Moderate/High,>57,class = 0
267,99431345,46926064,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC,Active,57,,,Moderate/High,>57,class = 0
268,124953220,3430748,COC1C(CC2CN3CCC4=C(C3CC2C1CO)NC5=C4C=CC(=C5)OC)O,Active,57,,,Moderate/High,>57,class = 0
269,384568713,71668132,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=CN=C4)NC(=O)CN,Active,57,,,Moderate/High,>57,class = 0
270,377712741,1977357,CC(C)C1=NC2=C(C3=C1COC(C3)(C)C)C4=C(O2)C(=NC=N4)NCCN(C)C,Active,57,,,Moderate/High,>57,class = 0
271,377712694,45495934,C1CCN(CC1)C2=NC3=C(S2)C(CC(=O)N3)C4=CC(=CC=C4)OCC(=O)N,Active,57,,,Moderate/High,>57,class = 0
272,160844067,70701382,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=N3,Active,57,,,Moderate/High,>57,class = 0
273,160844078,70701365,C1CNC2=C1C=CC=C2CNC3=CC=C(C=C3)[S+](=O)(NC4=NC=CS4)[O-],Active,57,,,Moderate/High,>57,class = 0
274,363677444,6852167,CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO,Active,57,,,Moderate/High,>57,class = 0
275,375813702,134791272,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=NC=CN3C(=N2)C(=O)N4CCOCC4)[O-],Active,57,,,Moderate/High,>57,class = 0
276,375813187,134790244,COC(=O)CNC(=O)C1=NC(=C2N1C=CN=C2)C3=CC=C(C=C3)[S+](=O)(C)[O-],Active,57,,,Moderate/High,>57,class = 0
277,375813587,134788093,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)N4CCOCC4)[O-],Active,57,,,Moderate/High,>57,class = 0
278,363680433,73777259,CC1=CC=CC=C1CN2C(=O)C3=C(CCN(C3)CC4=CC=CC=C4)N5C2=NCC5,Active,57,,,Moderate/High,>57,class = 0
279,161004154,70789352,C1CC(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=CN=C3)C(=O)NC4=NC(=CS4)C5=CC=CC=C5,Active,57,,,Moderate/High,56.91,class = 0
280,363681123,133053875,CCOC(=O)C1=C2C(=NC=C1)C=C(S2)C(C3=CC=CC=C3Cl)OCCN4CCCCC4,Active,56,,,Moderate/High,56.29,class = 0
281,161004126,70789411,CC(=O)NC1=NC=C(S1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active,56,,,Moderate/High,56.06,class = 0
282,11114445,6605104,CC1=NC(=C2C(=N1)N(C(=N2)C3=CC=CC=C3)CCN(C)C)NC4CCCCC4,Active,56,,,Moderate/High,>56,class = 0
283,24397414,8099624,CC1=C(C(=O)N2C=CSC2=N1)S(=O)(=O)NC3=CC=C(C=C3)C(=O)OC,Active,56,,,Moderate/High,>56,class = 0
